"Response ID","Date submitted","Last page","Start language","Seed","Rust is important to my work or projects (1 disagree - 5 agree)","Rust will become more important in my work or projects in the future.  (1 disagree - 5 agree)","Rust will become more important to other developers and projects in the future (1 disagree - 5 agree)","I develop software using Rust","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [MacOS]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Windows]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Linux (Fedora, OpenSUSE, Ubuntu, Arch, etc)]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Other Platform]","On your primary development platform, how did you install your Rust toolchain?","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Integrated Development Environments with Language Features (syntax highlight, errors, completion, type checking)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Debugging tools (lldb, gdb)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Online Documentation (doc.rust-lang.org, docs.rs)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Offline Documentation (local) ]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Build Caching (sccache)]","Do you run, provide, distribute or deploy Rust software?","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Linux]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [MacOS]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Windows]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Rust Library - No specific target (crates.io)]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Other]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Local use only (cargo build / cargo run)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using rustup inside the builder]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using a packaged rust (dnf, zypper, apt, pacman, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Packaged for a package manager (rpm, deb, brew, msi, pkg, dmg, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Provided as a library (source, crates.io)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Other Process]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Unknown]","In your release process, how do you manage your Rust dependencies?","In your ideal workflow, how would you prefer to manager your Rust dependencies? ","How do you manage security updates in your Rust dependencies? [Security scanners (e.g. cargo audit)]","How do you manage security updates in your Rust dependencies? [Frequent update of all dependencies (e.g. cargo outdated)]","How do you manage security updates in your Rust dependencies? [Don't actively follow security issues in dependencies]","How do you manage security updates in your Rust dependencies? [Rely on external source to manage (ie distribution packaged rust libraries)]","How do you manage security updates in your Rust dependencies? [Unknown]"
"2568","","","en","82456209","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2571","1980-01-01 00:00:00","3","en","170008687","5","5","5","Yes","No","No","Yes","No","rustup","1","1","5","1","1","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Online download from crates.io","Satisfied with my existing process","No","Yes","No","No","No"
"2574","1980-01-01 00:00:00","3","en","1893016158","5","5","5","Yes","No","No","Yes","No","rustup","5","5","5","5","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2577","","","en","1310896642","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2580","1980-01-01 00:00:00","3","en","34963870","1","5","5","Yes","No","No","Yes","No","rustup","5","4","5","2","3","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Online download from crates.io","Satisfied with my existing process","No","Yes","No","No","No"
"2583","","","en","749860889","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2586","1980-01-01 00:00:00","3","en","33538496","2","3","5","Yes","Yes","No","Yes","No","rustup","5","1","5","1","4","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","","","No","No","Yes","No","No"
"2589","1980-01-01 00:00:00","3","en","2046813883","4","5","5","Yes","Yes","No","Yes","No","rustup","5","1","4","1","4","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","","","No","No","No","No","Yes"
"2592","1980-01-01 00:00:00","3","en","781153100","5","5","4","Yes","No","No","Yes","No","rustup","5","3","5","3","1","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"2595","1980-01-01 00:00:00","3","en","2075507484","5","5","5","Yes","No","Yes","Yes","No","rustup","5","5","5","1","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2598","","","en","174514631","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2601","","","en","946402855","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2604","1980-01-01 00:00:00","3","en","1087907192","3","5","5","Yes","No","No","Yes","No","rustup","5","","5","","2","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2607","1980-01-01 00:00:00","3","en","1838128461","4","4","4","Yes","No","No","Yes","No","rustup","5","2","5","2","1","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","","","No","Yes","No","No","No"
"2610","1980-01-01 00:00:00","3","en","1255937583","4","5","5","Yes","Yes","No","Yes","No","rustup","5","3","5","2","3","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Online download from crates.io","Satisfied with my existing process","Yes","No","No","No","No"
"2613","","","en","545821918","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2616","1980-01-01 00:00:00","3","en","593225068","3","4","4","Yes","No","Yes","Yes","No","rustup","5","3","5","3","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2619","1980-01-01 00:00:00","3","en","1085467347","5","5","5","Yes","No","Yes","Yes","No","rustup","4","2","5","5","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","","","No","Yes","No","No","No"
"2622","1980-01-01 00:00:00","3","en","204717083","5","5","5","Yes","No","No","Yes","No","rustup","3","3","5","5","3","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2625","1980-01-01 00:00:00","3","en","1436691669","5","5","5","Yes","Yes","Yes","Yes","No","rustup","5","1","5","1","1","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2628","1980-01-01 00:00:00","3","en","203764205","5","5","5","Yes","No","No","Yes","No","rustup","","","","","","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Online download from crates.io","Online download from crates.io","No","Yes","No","No","No"
"2631","","","en","1674419589","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2634","1980-01-01 00:00:00","3","en","1825396354","2","4","4","Yes","Yes","No","Yes","No","rustup","4","2","5","2","1","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2637","1980-01-01 00:00:00","3","en","1384121851","5","5","5","Yes","Yes","Yes","Yes","Yes","rustup","4","2","4","3","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Vendoring (bundled)","Satisfied with my existing process","No","Yes","No","No","No"
"2640","","","en","341142166","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2643","1980-01-01 00:00:00","3","en","979665087","5","5","5","Yes","Yes","No","Yes","No","rustup","5","1","5","2","4","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"2646","","","en","1985510485","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2649","1980-01-01 00:00:00","3","en","1349304560","5","5","5","Yes","No","No","Yes","No","rustup","5","1","5","2","5","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2652","1980-01-01 00:00:00","3","en","2046294879","5","5","5","Yes","Yes","No","Yes","No","rustup","5","3","5","3","5","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Online download from crates.io","Online download from crates.io","Yes","No","No","No","No"
"2655","1980-01-01 00:00:00","3","en","1686320149","4","5","5","Yes","No","No","Yes","No","rustup","4","2","5","1","1","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"2658","1980-01-01 00:00:00","3","en","1404780974","1","2","5","Yes","No","No","Yes","No","rustup","5","1","4","2","5","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","","","No","No","Yes","Yes","No"
"2661","1980-01-01 00:00:00","3","en","398801517","4","5","5","Yes","No","Yes","Yes","No","rustup","4","3","5","3","1","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","No","No","Yes","No","No"
"2664","","","en","1137221966","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2667","1980-01-01 00:00:00","3","en","1807835163","4","5","4","Yes","Yes","Yes","No","No","rustup","5","3","5","1","4","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Online download from crates.io","Online download from crates.io","No","Yes","No","No","No"
"2670","","","en","1512718732","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2673","1980-01-01 00:00:00","3","en","2044701724","3","5","5","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2676","","1","en","201613480","3","4","4","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2679","1980-01-01 00:00:00","3","en","750353960","1","5","5","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2682","1980-01-01 00:00:00","3","en","2086935833","2","4","4","Yes","No","Yes","Yes","No","rustup","4","4","5","1","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2685","1980-01-01 00:00:00","3","en","1008410791","5","5","5","Yes","No","No","Yes","No","rustup","5","2","5","4","3","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","","","N/A","N/A","N/A","N/A","N/A"
"2688","1980-01-01 00:00:00","3","en","295827794","4","4","5","Yes","Yes","Yes","Yes","No","rustup","3","2","5","4","1","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","Online download from crates.io","Satisfied with my existing process","No","Yes","No","No","No"
"2691","1980-01-01 00:00:00","3","en","216061945","5","5","5","Yes","Yes","No","No","No","rustup","4","1","5","1","2","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Package Manager provided libraries","Satisfied with my existing process","No","No","Yes","No","No"
"2694","","","en","1762951088","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2697","1980-01-01 00:00:00","3","en","731674831","5","5","4","Yes","No","Yes","Yes","No","rustup","5","5","5","3","3","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2700","","","en","7711887","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2703","1980-01-01 00:00:00","3","en","1254936596","5","4","4","Yes","No","Yes","Yes","No","rustup","5","4","5","3","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2706","","","en","1390704510","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2709","","","en","1653290743","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2712","1980-01-01 00:00:00","3","en","1180993571","5","5","4","Yes","No","Yes","Yes","Yes","rustup","4","3","4","3","4","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"2715","1980-01-01 00:00:00","3","en","1869850257","5","5","5","Yes","No","Yes","Yes","No","rustup","5","3","5","1","3","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2718","1980-01-01 00:00:00","3","en","16916086","5","5","5","Yes","Yes","Yes","Yes","No","rustup","3","3","5","1","1","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Vendoring (bundled)","Vendoring (bundled)","Yes","Yes","No","No","No"
"2721","1980-01-01 00:00:00","3","en","669835508","5","5","5","Yes","No","No","Yes","No","rustup","2","3","5","2","3","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Online download from crates.io","Online download from crates.io","No","Yes","No","No","No"
"2724","","","en","1976826972","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2727","","","en","1486676351","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2730","1980-01-01 00:00:00","3","en","1125763043","2","5","5","Yes","No","No","Yes","No","rustup","5","1","","3","1","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2733","1980-01-01 00:00:00","3","en","10607493","5","5","5","Yes","No","No","Yes","No","rustup","5","5","5","5","4","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2736","1980-01-01 00:00:00","3","en","1849398124","3","5","5","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2739","1980-01-01 00:00:00","3","en","1370811290","1","1","2","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2742","","2","en","744939594","3","4","4","Yes","No","No","Yes","No","rustup","5","5","5","3","5","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2745","1980-01-01 00:00:00","3","en","1403422577","5","5","4","Yes","Yes","Yes","No","No","rustup","5","4","5","2","3","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"2748","1980-01-01 00:00:00","3","en","98519422","3","3","3","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2751","1980-01-01 00:00:00","3","en","636480565","5","5","5","Yes","No","No","Yes","No","rustup","5","3","5","5","","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"2754","1980-01-01 00:00:00","3","en","1603493150","1","1","1","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2757","1980-01-01 00:00:00","3","en","911544472","5","5","5","Yes","Yes","Yes","Yes","Yes","rustup","5","3","5","4","1","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"2760","1980-01-01 00:00:00","3","en","927034886","5","5","5","Yes","No","No","Yes","No","rustup","5","3","5","2","1","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Package Manager provided libraries","Package Manager provided libraries","Yes","Yes","No","No","No"
"2763","","","en","1855183693","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2766","1980-01-01 00:00:00","3","en","1761655768","5","5","5","Yes","No","No","Yes","No","rustup","","4","3","2","4","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Unsure","Package Manager provided libraries","Yes","Yes","Yes","Yes","No"
"2769","1980-01-01 00:00:00","3","en","254542940","5","5","5","Yes","No","No","Yes","No","rustup","5","5","5","5","5","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"2772","1980-01-01 00:00:00","3","en","103687041","4","4","4","Yes","Yes","Yes","Yes","No","rustup","5","4","4","1","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2775","1980-01-01 00:00:00","3","en","340277910","5","5","5","Yes","Yes","Yes","Yes","No","rustup","5","5","5","2","5","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Package Manager provided libraries","Vendoring (bundled)","Yes","Yes","No","No","No"
"2778","1980-01-01 00:00:00","3","en","2072269664","5","5","5","Yes","No","No","Yes","No","rustup","4","1","5","1","1","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Online download from crates.io","Online download from crates.io","No","No","Yes","Yes","No"
"2781","","","en","276863827","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2784","1980-01-01 00:00:00","3","en","1423398213","2","5","5","Yes","No","Yes","Yes","No","rustup","5","3","5","5","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2787","1980-01-01 00:00:00","3","en","727690893","5","5","5","Yes","Yes","No","No","No","rustup","5","2","4","1","2","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Online download from crates.io","Satisfied with my existing process","No","Yes","No","No","No"
"2790","","","en","1803790339","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2793","","","en","1663633226","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2796","1980-01-01 00:00:00","3","en","35546808","3","4","5","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","5","2","5","4","3","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Unsure","Unsure","No","No","Yes","No","No"
"2799","1980-01-01 00:00:00","3","en","1925836648","2","4","5","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","","","5","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2802","","","en","1892425476","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2805","","0","en","1517379231","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2808","","","en","1330992022","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2811","1980-01-01 00:00:00","3","en","273285739","5","5","5","Yes","Yes","Yes","Yes","No","rustup","5","3","5","2","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Online download from crates.io","Online download from crates.io","Yes","No","No","No","No"
"2814","1980-01-01 00:00:00","3","en","130725542","5","5","5","Yes","Yes","No","Yes","No","rustup","5","4","5","2","5","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Vendoring (bundled)","Satisfied with my existing process","Yes","Yes","No","No","No"
"2817","","0","en","1604821538","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2820","1980-01-01 00:00:00","3","en","2061911048","5","5","5","Yes","Yes","Yes","Yes","No","rustup","5","5","5","5","5","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"2823","1980-01-01 00:00:00","3","en","2022552846","5","5","5","Yes","No","No","Yes","No","rustup","3","2","5","2","1","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Online download from crates.io","Online download from crates.io","No","Yes","No","No","No"
"2826","1980-01-01 00:00:00","3","en","175073481","5","3","5","Yes","Yes","No","Yes","No","rustup","2","1","5","3","1","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","","","No","No","Yes","No","No"
"2829","1980-01-01 00:00:00","3","en","1054015938","4","4","4","Yes","No","No","Yes","No","rustup","2","3","5","3","1","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","","","No","Yes","No","No","No"
"2832","","","en","784102947","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"2835","","0","en","1399267085","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
